frame,class,label,confidence,x_center,y_center
0,1,Fast,0.6470583081245422,404,462
1,1,Fast,0.3522637188434601,395,462
2,1,Fast,0.4483775794506073,381,655
3,1,Fast,0.5658239722251892,1306,651
4,1,Fast,0.4471079111099243,1317,651
4,1,Fast,0.32771536707878113,403,656
5,1,Fast,0.44301098585128784,1031,487
6,1,Fast,0.729521632194519,1022,487
7,1,Fast,0.5011434555053711,1012,487
7,1,Fast,0.41281309723854065,344,462
8,1,Fast,0.6253858208656311,658,495
8,1,Fast,0.31206855177879333,334,462
9,1,Fast,0.6287217736244202,647,495
9,1,Fast,0.5461713671684265,326,462
10,1,Fast,0.4559420645236969,1377,649
10,1,Fast,0.3785403370857239,636,495
11,1,Fast,0.7024927735328674,1388,649
11,1,Fast,0.36156177520751953,307,462
12,1,Fast,0.6919525265693665,1400,649
13,1,Fast,0.596100926399231,1412,649
13,1,Fast,0.38612625002861023,290,461
14,1,Fast,0.7227902412414551,1422,649
14,1,Fast,0.410418838262558,281,461
15,1,Fast,0.7031694054603577,1435,650
15,1,Fast,0.3480726480484009,1643,493
17,1,Fast,0.30916547775268555,1500,525
19,1,Fast,0.3235815763473511,1477,525
20,1,Fast,0.6179772019386292,1466,525
20,1,Fast,0.306022584438324,230,461
21,1,Fast,0.7134243845939636,1453,525
21,1,Fast,0.6618906259536743,222,461
21,1,Fast,0.44139084219932556,525,495
21,1,Fast,0.349401593208313,1583,492
22,1,Fast,0.693808913230896,1443,525
23,1,Fast,0.6407761573791504,1431,525
23,1,Fast,0.5165804624557495,204,460
23,1,Fast,0.4011686444282532,1563,492
24,1,Fast,0.5658482313156128,1554,492
24,1,Fast,0.3550495505332947,1420,524
25,1,Fast,0.5883713960647583,1544,493
25,1,Fast,0.3045880198478699,1800,496
26,1,Fast,0.5626078248023987,1533,494
26,1,Fast,0.5401433110237122,1791,496
26,1,Fast,0.5347743034362793,176,460
26,1,Fast,0.32750505208969116,834,488
27,1,Fast,0.7486039996147156,168,460
