frame,class,label,confidence,x_center,y_center
0,1,Fast,0.8387524485588074,979,425
0,1,Fast,0.8173912167549133,993,535
0,1,Fast,0.8022074699401855,1013,501
0,1,Fast,0.5179609060287476,1284,934
0,2,Slow,0.4812833368778229,954,355
1,1,Fast,0.8411276936531067,1276,923
1,1,Fast,0.8283486366271973,990,529
1,1,Fast,0.8061625361442566,977,421
1,1,Fast,0.7600991129875183,1009,497
1,1,Fast,0.5523008108139038,953,353
2,1,Fast,0.8185299038887024,975,418
2,1,Fast,0.8005672097206116,987,525
2,1,Fast,0.8004794120788574,1007,491
2,1,Fast,0.7827896475791931,1269,912
2,1,Fast,0.6909599900245667,952,351
2,1,Fast,0.4499387741088867,913,297
2,1,Fast,0.32930219173431396,772,452
3,1,Fast,0.8495005965232849,973,414
3,1,Fast,0.8020181655883789,986,520
3,1,Fast,0.7958873510360718,1005,487
3,1,Fast,0.7348139882087708,1262,901
3,1,Fast,0.7013828158378601,1074,920
3,1,Fast,0.5974395275115967,773,454
3,1,Fast,0.5948588848114014,952,349
3,1,Fast,0.40895888209342957,913,295
3,1,Fast,0.403080552816391,963,302
3,1,Fast,0.3423596918582916,871,386
4,1,Fast,0.8438766598701477,971,411
4,1,Fast,0.8100225925445557,1255,890
4,1,Fast,0.8088389039039612,983,516
4,1,Fast,0.7746661305427551,1004,484
4,1,Fast,0.700835645198822,773,456
4,1,Fast,0.6252012848854065,1081,932
4,1,Fast,0.408296138048172,913,293
4,1,Fast,0.3245064616203308,951,347
4,1,Fast,0.30775225162506104,872,389
5,1,Fast,0.8388516306877136,969,407
5,1,Fast,0.7819846272468567,1002,480
5,1,Fast,0.766476035118103,981,511
5,1,Fast,0.6507508754730225,774,458
5,1,Fast,0.5597381591796875,1248,881
5,1,Fast,0.5389825105667114,1086,944
5,1,Fast,0.48045021295547485,949,345
5,1,Fast,0.4553467035293579,913,291
6,1,Fast,0.8350896239280701,979,507
6,1,Fast,0.8308717012405396,967,404
6,1,Fast,0.8274850845336914,1094,958
6,1,Fast,0.7746937870979309,1000,477
6,1,Fast,0.6923341155052185,1241,871
6,1,Fast,0.5007516145706177,949,342
6,1,Fast,0.3955775797367096,873,395
6,1,Fast,0.3245939612388611,775,460
6,1,Fast,0.31590536236763,913,289
7,1,Fast,0.8607489466667175,977,502
7,1,Fast,0.8467406630516052,964,401
7,1,Fast,0.8125821948051453,998,474
7,1,Fast,0.6367346048355103,1234,861
7,1,Fast,0.5395500063896179,874,398
7,1,Fast,0.48808372020721436,913,288
7,1,Fast,0.47204622626304626,775,462
7,1,Fast,0.373003214597702,948,340
8,1,Fast,0.8441500067710876,976,498
8,1,Fast,0.8205800652503967,963,398
8,1,Fast,0.8107959628105164,1227,852
8,1,Fast,0.7667919993400574,997,470
8,1,Fast,0.5909912586212158,775,464
8,2,Slow,0.38204553723335266,947,338
9,1,Fast,0.8363536596298218,973,493
9,1,Fast,0.8137564063072205,961,394
9,1,Fast,0.8117095232009888,1221,843
9,1,Fast,0.6697665452957153,996,466
9,1,Fast,0.5320352911949158,776,466
9,1,Fast,0.5181147456169128,875,405
10,1,Fast,0.814574658870697,971,489
10,1,Fast,0.799588143825531,959,391
10,1,Fast,0.7581993937492371,776,468
10,1,Fast,0.7569311261177063,1216,835
10,1,Fast,0.6523659825325012,875,408
10,1,Fast,0.587955117225647,994,462
10,1,Fast,0.40969306230545044,912,282
11,1,Fast,0.8412259817123413,957,388
11,1,Fast,0.8309082388877869,970,485
11,1,Fast,0.8004465699195862,776,470
11,1,Fast,0.7996581196784973,991,459
11,1,Fast,0.7561237812042236,1210,827
11,1,Fast,0.7449119091033936,876,411
11,1,Fast,0.5707398056983948,946,332
11,1,Fast,0.5402048230171204,911,280
12,1,Fast,0.848665177822113,956,385
12,1,Fast,0.761050820350647,776,471
12,1,Fast,0.7424144148826599,1203,817
12,1,Fast,0.6599331498146057,876,415
12,1,Fast,0.6367282271385193,990,455
12,1,Fast,0.4594339430332184,945,330
12,1,Fast,0.3662934899330139,969,480
12,1,Fast,0.3510863780975342,911,278
13,1,Fast,0.8356909155845642,954,382
13,1,Fast,0.8231794238090515,966,477
13,1,Fast,0.7412721514701843,776,474
13,1,Fast,0.7294783592224121,1198,808
13,1,Fast,0.7160288095474243,988,452
13,1,Fast,0.6259719133377075,877,418
13,1,Fast,0.553861677646637,945,328
14,1,Fast,0.853584349155426,964,473
14,1,Fast,0.8395498394966125,952,378
14,1,Fast,0.7160588502883911,1193,799
14,1,Fast,0.680561900138855,777,476
14,1,Fast,0.664947509765625,988,447
14,1,Fast,0.4229998290538788,879,421
14,1,Fast,0.3311421275138855,945,327
15,1,Fast,0.8399953842163086,962,469
15,1,Fast,0.7883397936820984,777,477
15,1,Fast,0.769335925579071,951,375
15,1,Fast,0.7476034164428711,986,446
15,1,Fast,0.6679239869117737,880,424
15,1,Fast,0.31374391913414,1187,790
16,1,Fast,0.8317233920097351,950,373
16,1,Fast,0.7999886870384216,777,479
16,1,Fast,0.7760297060012817,961,465
16,1,Fast,0.7361813187599182,985,442
16,1,Fast,0.5893011689186096,881,428
