frame,class,label,confidence,x_center,y_center
1,1,Fast,0.4192279577255249,1012,831
1,1,Fast,0.4129827618598938,909,608
2,1,Fast,0.33660709857940674,1009,825
3,1,Fast,0.5094619393348694,1006,819
6,1,Fast,0.5520595908164978,1017,1012
6,1,Fast,0.4217242896556854,998,802
7,1,Fast,0.6707824468612671,1014,1003
7,1,Fast,0.3812505900859833,996,796
8,1,Fast,0.5170229077339172,1010,993
8,1,Fast,0.4740281105041504,806,742
8,1,Fast,0.44523128867149353,993,791
9,1,Fast,0.6087356209754944,1006,984
9,1,Fast,0.5352818369865417,807,747
9,1,Fast,0.31599316000938416,991,787
10,1,Fast,0.6694394946098328,808,751
10,1,Fast,0.6596803665161133,1002,975
10,1,Fast,0.47629135847091675,989,782
11,1,Fast,0.8091318607330322,809,755
11,1,Fast,0.47069835662841797,987,776
11,1,Fast,0.3942338824272156,1000,965
11,2,Slow,0.3898720145225525,901,578
12,1,Fast,0.8378649950027466,810,760
12,1,Fast,0.583017885684967,996,956
12,1,Fast,0.5325887799263,985,771
13,1,Fast,0.8273063898086548,811,765
13,1,Fast,0.4350982904434204,983,766
14,1,Fast,0.8440385460853577,811,769
14,1,Fast,0.4439719319343567,990,939
15,1,Fast,0.8197656869888306,812,774
15,1,Fast,0.5006527900695801,987,931
16,1,Fast,0.7690512537956238,813,778
16,1,Fast,0.681138813495636,983,922
17,1,Fast,0.48920273780822754,814,783
17,1,Fast,0.3580903708934784,979,915
18,1,Fast,0.6374306678771973,815,787
18,1,Fast,0.46062734723091125,970,740
19,1,Fast,0.734864354133606,969,735
19,1,Fast,0.6030235886573792,816,791
19,1,Fast,0.39060044288635254,974,898
20,1,Fast,0.7327356934547424,817,797
20,1,Fast,0.5908628702163696,971,890
20,1,Fast,0.427188515663147,967,732
21,1,Fast,0.7131027579307556,819,802
22,1,Fast,0.7186822891235352,819,807
23,1,Fast,0.7412387132644653,820,812
24,1,Fast,0.799536943435669,821,817
24,1,Fast,0.30095216631889343,962,861
25,1,Fast,0.8287001252174377,822,821
26,1,Fast,0.8402389883995056,824,826
27,1,Fast,0.7876944541931152,825,831
28,1,Fast,0.7727112770080566,827,837
28,1,Fast,0.47219476103782654,952,695
29,1,Fast,0.6530594825744629,827,843
29,1,Fast,0.4535362422466278,951,691
29,1,Fast,0.35695579648017883,949,826
30,1,Fast,0.7168655395507812,948,687
30,1,Fast,0.5306191444396973,946,818
30,1,Fast,0.4981372356414795,828,848
31,1,Fast,0.7551178336143494,947,683
31,1,Fast,0.35436564683914185,829,853
32,1,Fast,0.7545764446258545,831,858
32,1,Fast,0.6018312573432922,945,679
33,1,Fast,0.8172035217285156,833,864
33,1,Fast,0.5800795555114746,938,798
33,1,Fast,0.4439384639263153,944,675
34,1,Fast,0.7322630882263184,834,870
34,2,Slow,0.5483967065811157,939,603
34,1,Fast,0.461424857378006,942,671
34,1,Fast,0.435668021440506,936,792
35,1,Fast,0.8049287796020508,835,876
35,1,Fast,0.4058161675930023,933,785
35,2,Slow,0.36967191100120544,938,601
36,1,Fast,0.8337868452072144,837,881
36,1,Fast,0.507656455039978,932,779
36,1,Fast,0.3476260006427765,938,663
37,1,Fast,0.8524916172027588,838,886
37,1,Fast,0.5106866359710693,936,659
38,1,Fast,0.854076623916626,840,892
38,1,Fast,0.5192701816558838,935,655
39,1,Fast,0.8626967072486877,841,899
39,1,Fast,0.6966859102249146,933,651
39,1,Fast,0.43968039751052856,928,761
40,1,Fast,0.858365535736084,843,904
40,1,Fast,0.7416648864746094,932,646
40,1,Fast,0.6574289202690125,926,754
41,1,Fast,0.8300825357437134,844,910
41,1,Fast,0.7733146548271179,930,642
41,1,Fast,0.5655724406242371,923,748
41,2,Slow,0.3472610116004944,932,580
42,1,Fast,0.7677096128463745,845,916
42,1,Fast,0.6829215884208679,929,640
42,1,Fast,0.6638760566711426,922,742
42,1,Fast,0.359507292509079,1023,1038
43,1,Fast,0.7714229822158813,928,636
43,1,Fast,0.7545580267906189,847,922
43,1,Fast,0.6701767444610596,920,737
43,1,Fast,0.41141706705093384,1020,1027
44,1,Fast,0.802020788192749,849,928
44,1,Fast,0.6952536106109619,927,632
44,1,Fast,0.6317704916000366,918,732
44,1,Fast,0.5720826983451843,1017,1017
45,1,Fast,0.8386538028717041,851,934
45,1,Fast,0.6501657962799072,1013,1006
45,1,Fast,0.5382480621337891,925,629
46,1,Fast,0.8576247096061707,852,940
46,1,Fast,0.596424400806427,1009,995
46,1,Fast,0.33929550647735596,914,720
47,1,Fast,0.855104386806488,854,947
48,1,Fast,0.8265776038169861,856,954
48,1,Fast,0.7562829852104187,911,709
48,1,Fast,0.6892802715301514,921,617
48,2,Slow,0.61353600025177,925,560
48,1,Fast,0.6005210876464844,998,975
48,1,Fast,0.5565797686576843,1031,943
48,1,Fast,0.31552377343177795,810,536
49,1,Fast,0.8446505665779114,858,961
49,1,Fast,0.6900310516357422,920,614
49,2,Slow,0.6589738726615906,924,557
49,1,Fast,0.6420924067497253,910,704
49,1,Fast,0.41273924708366394,996,966
50,1,Fast,0.8111836910247803,919,611
50,1,Fast,0.7734339833259583,859,967
50,2,Slow,0.6467053890228271,922,553
50,1,Fast,0.5568556785583496,908,698
51,1,Fast,0.8471508622169495,861,974
51,1,Fast,0.8188303112983704,918,608
51,1,Fast,0.6904470324516296,906,692
51,2,Slow,0.5685985088348389,922,550
52,1,Fast,0.8662598133087158,863,981
52,1,Fast,0.8048553466796875,917,604
52,1,Fast,0.6830182075500488,904,687
52,2,Slow,0.6380419135093689,921,548
52,1,Fast,0.5956409573554993,986,937
53,1,Fast,0.8190635442733765,865,988
53,1,Fast,0.7916266322135925,903,683
53,2,Slow,0.7819143533706665,920,544
53,1,Fast,0.7026534080505371,916,601
53,1,Fast,0.6983194351196289,983,928
54,1,Fast,0.7966449856758118,901,678
54,1,Fast,0.7526459097862244,867,995
54,1,Fast,0.6883313655853271,915,598
54,1,Fast,0.668070375919342,981,920
55,1,Fast,0.7841843366622925,913,594
55,1,Fast,0.7502635717391968,977,912
55,1,Fast,0.6892896890640259,900,673
55,1,Fast,0.6833410263061523,869,1002
55,2,Slow,0.5398868918418884,919,540
56,1,Fast,0.7308736443519592,900,668
56,1,Fast,0.6698249578475952,974,904
56,1,Fast,0.6393499970436096,871,1008
56,1,Fast,0.5878598093986511,912,591
57,1,Fast,0.7614006400108337,898,663
57,1,Fast,0.6589282155036926,970,895
57,1,Fast,0.6519644856452942,874,1016
57,1,Fast,0.37657755613327026,911,588
58,1,Fast,0.7910831570625305,968,887
58,1,Fast,0.7429006695747375,897,659
58,1,Fast,0.6847577095031738,875,1023
58,1,Fast,0.6635005474090576,910,585
58,2,Slow,0.4026673436164856,917,533
59,1,Fast,0.7424060702323914,877,1031
59,1,Fast,0.669021725654602,895,654
59,2,Slow,0.5447512269020081,917,530
59,1,Fast,0.42651915550231934,965,878
60,1,Fast,0.8497545719146729,879,1039
60,1,Fast,0.7662731409072876,893,649
60,1,Fast,0.7028193473815918,962,870
60,1,Fast,0.5900043249130249,908,578
61,1,Fast,0.763704776763916,882,1046
61,1,Fast,0.752236545085907,907,574
61,1,Fast,0.7322602272033691,959,863
61,1,Fast,0.6705020666122437,893,644
62,1,Fast,0.796827495098114,891,640
62,1,Fast,0.7793034911155701,884,1054
62,1,Fast,0.7594069838523865,955,854
62,1,Fast,0.6357101798057556,906,572
63,1,Fast,0.8133979439735413,953,847
63,1,Fast,0.7372470498085022,904,568
63,1,Fast,0.7154915928840637,889,636
63,1,Fast,0.6618199944496155,991,850
63,1,Fast,0.6025364995002747,888,1059
64,1,Fast,0.8218023180961609,950,838
64,1,Fast,0.7794690728187561,904,565
64,1,Fast,0.7733847498893738,891,1063
64,2,Slow,0.7069445252418518,914,518
