frame,track_id,class,x_center,y_center,width,height
0,96328,1,1321.0,701.0,50,50
0,96329,1,1522.0,324.0,50,50
0,96330,1,1747.0,446.0,50,50
0,96331,1,1038.0,677.0,50,50
0,96332,1,1122.0,559.0,50,50
0,96333,1,900.0,430.0,50,50
0,96334,1,1697.0,428.0,50,50
0,96335,1,888.0,388.0,50,50
0,96336,1,1007.0,441.0,50,50
0,96337,1,965.0,314.0,50,50
0,96338,1,855.0,399.0,50,50
0,96339,1,903.0,157.0,50,50
0,96340,1,831.0,316.0,50,50
0,96341,1,1589.0,236.0,50,50
0,96342,1,1638.0,311.0,50,50
0,96343,1,849.0,220.0,50,50
0,96344,1,1839.0,500.0,50,50
0,96345,1,1620.0,322.0,50,50
0,96346,1,972.0,252.0,50,50
0,96347,1,1614.0,371.0,50,50
0,96348,1,1097.0,430.0,50,50
0,96349,1,1653.0,403.0,50,50
0,96350,1,921.0,123.0,50,50
0,96351,1,1682.0,418.0,50,50
0,96352,1,1667.0,410.0,50,50
0,96353,1,826.0,269.0,50,50
0,96354,1,663.0,256.0,50,50
0,96355,1,1574.0,352.0,50,50
0,96356,1,859.0,109.0,50,50
0,96357,1,481.0,214.0,50,50
0,96358,1,1597.0,361.0,50,50
1,96328,1,1314.0,694.0,50,50
1,96329,1,1522.0,324.0,50,50
1,96330,1,1747.0,446.0,50,50
1,96331,1,1043.0,685.0,50,50
1,96332,1,1118.0,553.0,50,50
1,96333,1,901.0,433.0,50,50
1,96334,1,1697.0,428.0,50,50
1,96335,1,888.0,390.0,50,50
1,96336,1,1004.0,437.0,50,50
1,96337,1,964.0,312.0,50,50
1,96338,1,855.0,400.0,50,50
1,96339,1,903.0,156.0,50,50
1,96340,1,831.0,318.0,50,50
1,96341,1,1589.0,236.0,50,50
1,96342,1,1638.0,311.0,50,50
1,96343,1,849.0,220.0,50,50
1,96344,1,1839.0,500.0,50,50
1,96345,1,1620.0,322.0,50,50
1,96346,1,971.0,250.0,50,50
1,96347,1,1614.0,371.0,50,50
1,96348,1,1094.0,428.0,50,50
1,96349,1,1653.0,403.0,50,50
1,96350,1,921.0,122.0,50,50
1,96351,1,1682.0,418.0,50,50
1,96352,1,1667.0,410.0,50,50
1,96353,1,826.0,271.0,50,50
1,96354,1,664.0,256.0,50,50
1,96355,1,1574.0,352.0,50,50
1,96356,1,858.0,109.0,50,50
1,96358,1,1597.0,361.0,50,50
2,96328,1,1309.0,688.0,50,50
2,96329,1,1522.0,324.0,50,50
2,96330,1,1747.0,446.0,50,50
2,96331,1,1047.0,694.0,50,50
2,96332,1,1115.0,549.0,50,50
2,96333,1,902.0,437.0,50,50
2,96334,1,1697.0,428.0,50,50
2,96335,1,889.0,393.0,50,50
2,96336,1,1002.0,433.0,50,50
2,96337,1,963.0,309.0,50,50
2,96338,1,856.0,403.0,50,50
2,96339,1,903.0,155.0,50,50
2,96340,1,831.0,320.0,50,50
2,96341,1,1589.0,236.0,50,50
2,96342,1,1639.0,311.0,50,50
2,96343,1,850.0,222.0,50,50
2,96344,1,1839.0,500.0,50,50
2,96345,1,1620.0,322.0,50,50
2,96346,1,970.0,249.0,50,50
2,96347,1,1614.0,371.0,50,50
2,96348,1,1093.0,426.0,50,50
2,96349,1,1653.0,403.0,50,50
2,96350,1,921.0,121.0,50,50
2,96351,1,1682.0,418.0,50,50
2,96352,1,1667.0,410.0,50,50
2,96353,1,826.0,273.0,50,50
2,96354,1,666.0,257.0,50,50
2,96355,1,1574.0,351.0,50,50
2,96356,1,857.0,110.0,50,50
2,96358,1,1597.0,361.0,50,50
2,96393,1,1042.0,129.0,50,50
2,96357,1,485.0,214.0,50,50
3,96328,1,1302.0,681.0,50,50
3,96329,1,1522.0,324.0,50,50
3,96330,1,1747.0,446.0,50,50
3,96331,1,1053.0,704.0,50,50
3,96332,1,1110.0,545.0,50,50
3,96333,1,903.0,441.0,50,50
3,96334,1,1697.0,428.0,50,50
3,96335,1,891.0,397.0,50,50
3,96336,1,1000.0,428.0,50,50
3,96337,1,961.0,307.0,50,50
3,96338,1,857.0,406.0,50,50
3,96339,1,903.0,153.0,50,50
3,96340,1,832.0,321.0,50,50
3,96341,1,1589.0,236.0,50,50
3,96342,1,1639.0,311.0,50,50
3,96343,1,850.0,224.0,50,50
