frame,track_id,class,x_center,y_center,width,height
0,845512,1,377.0,812.0,50,50
0,845513,1,271.0,936.0,50,50
0,845514,1,569.0,802.0,50,50
0,845515,1,586.0,765.0,50,50
0,845516,1,279.0,842.0,50,50
0,845517,1,922.0,523.0,50,50
0,845518,1,532.0,771.0,50,50
0,845519,1,579.0,667.0,50,50
0,845520,1,680.0,675.0,50,50
0,845521,1,868.0,540.0,50,50
0,845522,1,739.0,569.0,50,50
0,845523,1,1041.0,431.0,50,50
0,845524,1,891.0,477.0,50,50
1,845512,1,369.0,816.0,50,50
1,845513,1,279.0,929.0,50,50
1,845514,1,572.0,799.0,50,50
1,845515,1,589.0,761.0,50,50
1,845516,1,271.0,845.0,50,50
1,845517,1,923.0,522.0,50,50
1,845518,1,537.0,766.0,50,50
1,845519,1,574.0,669.0,50,50
1,845521,1,870.0,538.0,50,50
1,845522,1,736.0,570.0,50,50
1,845523,1,1041.0,430.0,50,50
1,845524,1,888.0,477.0,50,50
2,845512,1,360.0,820.0,50,50
2,845513,1,289.0,924.0,50,50
2,845514,1,576.0,795.0,50,50
2,845515,1,593.0,758.0,50,50
2,845516,1,265.0,849.0,50,50
2,845517,1,925.0,520.0,50,50
2,845518,1,544.0,762.0,50,50
2,845519,1,569.0,672.0,50,50
2,845521,1,873.0,536.0,50,50
2,845522,1,734.0,572.0,50,50
2,845523,1,1043.0,429.0,50,50
2,845520,1,688.0,668.0,50,50
3,845512,1,349.0,826.0,50,50
3,845513,1,299.0,917.0,50,50
3,845514,1,582.0,792.0,50,50
3,845515,1,599.0,754.0,50,50
3,845516,1,261.0,852.0,50,50
3,845517,1,927.0,517.0,50,50
3,845518,1,550.0,759.0,50,50
3,845519,1,563.0,675.0,50,50
3,845521,1,877.0,533.0,50,50
3,845522,1,729.0,575.0,50,50
3,845523,1,1045.0,428.0,50,50
3,845520,1,693.0,664.0,50,50
4,845512,1,340.0,832.0,50,50
4,845513,1,309.0,911.0,50,50
4,845514,1,587.0,788.0,50,50
4,845515,1,604.0,751.0,50,50
4,845516,1,251.0,857.0,50,50
4,845517,1,929.0,516.0,50,50
4,845519,1,559.0,678.0,50,50
4,845521,2,880.0,531.0,50,50
4,845523,1,1046.0,426.0,50,50
4,845520,-1,698.0,661.0,50,50
4,845569,2,888.0,562.0,50,50
5,845512,1,330.0,838.0,50,50
5,845513,1,319.0,906.0,50,50
5,845514,1,591.0,785.0,50,50
5,845515,1,608.0,748.0,50,50
5,845516,1,244.0,862.0,50,50
5,845517,1,931.0,514.0,50,50
5,845519,1,553.0,681.0,50,50
5,845521,2,883.0,529.0,50,50
5,845523,1,1047.0,425.0,50,50
5,845569,1,891.0,561.0,50,50
5,845581,1,882.0,529.0,50,50
5,845524,2,875.0,488.0,50,50
5,845522,1,722.0,579.0,50,50
6,845512,1,320.0,844.0,50,50
6,845513,1,327.0,900.0,50,50
6,845514,1,595.0,782.0,50,50
6,845515,1,611.0,745.0,50,50
6,845516,1,236.0,866.0,50,50
6,845519,1,548.0,684.0,50,50
6,845521,1,886.0,526.0,50,50
6,845569,2,893.0,559.0,50,50
6,845524,2,872.0,490.0,50,50
6,845522,1,718.0,582.0,50,50
6,845520,1,707.0,654.0,50,50
7,845512,1,311.0,850.0,50,50
7,845513,1,337.0,894.0,50,50
7,845514,1,599.0,779.0,50,50
7,845515,1,616.0,741.0,50,50
7,845516,1,229.0,870.0,50,50
7,845519,1,543.0,688.0,50,50
7,845521,1,888.0,524.0,50,50
7,845524,2,869.0,492.0,50,50
7,845522,1,715.0,584.0,50,50
7,845518,1,573.0,743.0,50,50
8,845512,1,302.0,855.0,50,50
8,845513,1,346.0,889.0,50,50
8,845514,1,604.0,776.0,50,50
8,845515,1,622.0,737.0,50,50
8,845516,1,221.0,874.0,50,50
8,845519,1,538.0,691.0,50,50
8,845521,1,891.0,521.0,50,50
