frame,class,confidence,x_center,y_center,width,height
5,van,0.6493430137634277,1780.5,276.0,27,22
5,van,0.6478269100189209,931.0,139.0,14,16
5,van,0.6463830471038818,1681.0,230.0,50,30
5,van,0.5730933547019958,1634.0,168.5,30,23
5,van,0.5558449625968933,971.5,96.0,13,12
5,person,0.552925169467926,685.0,184.5,8,13
5,van,0.5482497811317444,882.5,64.5,17,15
5,van,0.41546618938446045,840.0,113.5,16,15
5,van,0.3092908561229706,1623.5,268.0,55,24
6,van,0.9255596399307251,1264.5,806.0,89,98
6,van,0.920402467250824,1474.0,729.5,94,75
6,van,0.9190753102302551,1117.5,729.5,85,91
6,van,0.8953287601470947,1204.0,549.0,66,52
6,van,0.8857851624488831,785.0,291.0,26,28
6,van,0.8796171545982361,989.5,735.5,67,75
6,van,0.8795884847640991,1121.5,385.5,45,35
6,van,0.8658360838890076,895.5,242.0,29,28
6,van,0.8652898669242859,987.5,281.5,31,27
6,van,0.8644119501113892,1565.5,242.0,69,32
6,van,0.8605977892875671,1803.0,344.5,66,29
6,van,0.860438346862793,1065.0,387.0,44,36
6,van,0.8530230522155762,948.0,204.0,22,20
6,van,0.8424100279808044,1310.0,517.5,56,43
6,van,0.8350574374198914,1661.0,281.0,58,28
6,van,0.8322239518165588,852.5,235.0,23,24
6,van,0.8316898941993713,1013.0,255.5,26,23
6,van,0.8191898465156555,1035.0,240.0,28,24
6,van,0.8188930153846741,1749.5,329.0,47,24
6,van,0.8161724209785461,964.5,172.5,17,17
6,van,0.8084172010421753,889.0,93.5,18,15
6,van,0.8019027709960938,1019.5,214.5,25,19
6,van,0.767876148223877,952.5,110.0,13,14
6,van,0.7642958164215088,1729.0,319.0,54,28
6,van,0.7608195543289185,862.0,113.5,16,15
6,van,0.760775625705719,1702.5,308.0,63,26
6,van,0.732187032699585,938.5,82.5,13,13
6,van,0.7088054418563843,1617.0,264.0,52,24
6,van,0.694918692111969,930.5,138.0,15,16
6,van,0.6624298095703125,979.0,134.0,14,16
6,van,0.6382110118865967,1635.0,271.5,54,23
6,van,0.6029783487319946,1681.0,229.5,50,29
6,van,0.5905255675315857,1634.5,169.0,29,22
6,van,0.5744763612747192,1780.5,276.0,27,22
6,person,0.568598747253418,685.0,184.5,8,13
6,van,0.5400022864341736,882.0,65.5,18,17
6,van,0.501213550567627,971.5,95.5,13,13
6,van,0.49009785056114197,839.0,114.0,16,16
6,van,0.3103347420692444,1623.5,268.0,55,24
7,van,0.9251146912574768,1461.5,718.5,93,73
7,van,0.9208945631980896,1277.0,822.5,92,101
7,van,0.9152423739433289,1125.5,741.5,87,91
7,van,0.900763213634491,1197.5,541.5,65,53
7,van,0.8856176137924194,786.0,293.0,26,28
7,van,0.8850454092025757,1304.0,512.0,56,42
7,van,0.884983479976654,986.0,279.0,30,26
7,van,0.8737716674804688,993.5,743.0,67,74
7,van,0.8669413924217224,1118.0,381.5,44,35
7,van,0.8654096722602844,896.5,244.5,29,27
7,van,0.8620228171348572,1565.5,242.0,69,32
7,van,0.8610906004905701,1803.0,344.5,66,29
7,van,0.8476822972297668,947.0,202.0,22,20
7,van,0.8440121412277222,1062.5,383.0,43,36
7,van,0.8359065651893616,1661.5,281.5,59,29
7,van,0.8251033425331116,964.0,171.0,16,16
7,van,0.8215250372886658,1749.5,329.0,47,24
7,van,0.8156696557998657,887.5,94.5,19,15
7,van,0.8122718334197998,853.5,237.0,23,24
7,van,0.8110904693603516,1011.5,253.5,25,23
7,van,0.8036416172981262,1034.0,238.5,28,23
7,van,0.8023076057434082,1018.0,213.0,24,18
7,van,0.8009974360466003,862.0,114.5,16,15
7,van,0.7560058832168579,1728.0,319.0,54,28
7,van,0.7548116445541382,1702.0,308.0,62,26
7,van,0.7288235425949097,952.5,109.5,13,13
7,van,0.7066746354103088,1617.0,264.0,54,24
7,van,0.7016559839248657,939.0,81.5,12,13
7,van,0.6800727844238281,978.5,133.5,13,15
7,van,0.6665711998939514,1634.0,168.5,30,23
7,van,0.6486493945121765,930.5,137.0,15,16
7,van,0.6244502663612366,1635.0,272.5,54,23
7,van,0.6244148015975952,1780.5,276.0,27,22
7,van,0.6057819724082947,1680.5,229.5,51,29
7,person,0.5573122501373291,685.0,184.5,8,13
7,van,0.528670072555542,882.0,66.0,16,14
7,van,0.43878379464149475,840.0,115.0,16,16
7,van,0.33624473214149475,1623.0,267.0,56,24
8,van,0.9288537502288818,1449.5,707.5,91,73
8,van,0.9211820363998413,1289.0,840.0,94,104
8,van,0.9121736288070679,1133.0,753.0,90,94
8,van,0.8922290205955505,1191.0,534.5,64,51
8,van,0.8904674649238586,1297.0,507.0,54,42
8,van,0.8904291391372681,984.0,277.0,30,26
8,van,0.8798151612281799,998.5,751.5,69,75
8,van,0.8674163222312927,786.0,295.0,26,30
8,van,0.8656581044197083,897.5,246.5,29,27
8,van,0.8625786304473877,1803.0,345.0,66,30
8,van,0.8598732352256775,1565.5,242.0,69,32
8,van,0.8516445755958557,1114.0,378.0,42,34
8,van,0.837526798248291,946.0,200.0,20,20
8,van,0.8357886075973511,1662.0,282.0,58,28
8,van,0.8305083513259888,964.0,169.5,16,17
8,van,0.8259267210960388,1058.5,378.5,43,35
8,van,0.823702871799469,1009.5,252.5,25,23
8,van,0.8209019899368286,1748.5,329.0,49,24
8,van,0.8204362392425537,887.5,95.5,19,15
8,van,0.8090200424194336,853.5,239.0,23,24
8,van,0.8020167350769043,1017.5,212.5,23,19
8,van,0.7971771359443665,1033.0,237.0,28,22
8,van,0.7815819382667542,862.0,115.0,16,14
8,van,0.7561983466148376,1702.0,308.0,62,26
8,van,0.7491105198860168,1728.0,318.5,54,29
8,van,0.7178254723548889,1617.0,264.5,54,23
8,van,0.7107669711112976,939.5,80.5,13,13
8,van,0.6862150430679321,978.0,132.5,14,17
8,van,0.6838305592536926,953.0,108.0,14,14
8,van,0.6267209649085999,839.0,115.5,16,15
8,van,0.6192829012870789,1681.0,230.0,50,30
8,van,0.6079127788543701,1634.5,272.0,53,24
8,van,0.5943002104759216,1634.0,169.0,30,24
8,van,0.5748705863952637,1780.5,276.0,27,22
8,person,0.5385903120040894,685.0,184.0,8,14
8,van,0.5356627702713013,881.0,65.5,16,15
8,van,0.5026381015777588,930.5,135.0,15,16
8,van,0.31626707315444946,1622.0,267.0,56,24
9,van,0.9181071519851685,1302.0,857.0,96,106
9,van,0.9152273535728455,1437.5,696.5,89,71
9,van,0.9052655696868896,1141.0,765.5,94,95
9,van,0.8902900815010071,981.5,274.0,29,24
9,van,0.8887420892715454,1184.0,527.0,62,50
9,van,0.875015377998352,1002.0,760.0,72,78
9,van,0.864755392074585,1803.0,345.0,66,30
9,van,0.8636453747749329,898.0,249.5,30,27
9,van,0.8610456585884094,1565.5,242.0,69,32
9,van,0.8602015376091003,1292.0,503.0,54,42
9,van,0.8601858615875244,787.0,297.0,26,30
9,van,0.8479933738708496,1008.5,250.5,25,21
9,van,0.8311082124710083,1111.5,374.0,41,32
9,van,0.8310645818710327,1662.0,282.0,58,28
9,van,0.8247551918029785,1749.0,329.0,48,24
9,van,0.8194876909255981,963.0,168.5,16,17
9,van,0.817101776599884,887.5,96.0,19,16
9,van,0.8163080215454102,1032.0,236.5,26,23
9,van,0.8151359558105469,854.0,241.0,24,24
9,van,0.8065555095672607,1055.5,374.0,43,34
9,van,0.7984282970428467,945.0,198.0,20,20
9,van,0.7825168967247009,1017.0,210.5,24,19
9,van,0.7626239061355591,1702.0,308.0,62,26
9,van,0.7519834041595459,1728.0,319.0,54,28
9,van,0.7281767129898071,978.0,132.0,14,16
9,van,0.717397928237915,1617.5,264.5,53,23
9,van,0.6374529600143433,939.5,79.5,13,13
9,van,0.6095213890075684,881.0,68.0,16,14
9,van,0.6080484986305237,1633.5,168.5,31,23
9,van,0.6047235727310181,952.5,107.0,13,14
9,van,0.591408908367157,1635.0,272.0,54,24
9,van,0.5504454970359802,1681.5,230.5,49,29
9,person,0.549708366394043,685.0,184.0,8,14
9,van,0.5414966940879822,838.5,116.5,15,15
9,van,0.5343438982963562,1780.5,276.0,27,22
9,van,0.4579135477542877,861.5,115.5,15,13
9,van,0.3567965626716614,930.0,134.0,16,16
10,van,0.9162749648094177,1425.0,684.5,88,71
10,van,0.9133650064468384,1316.5,875.5,97,109
10,van,0.9021583199501038,1150.5,778.0,95,98
10,van,0.8849186301231384,1176.5,520.0,61,48
10,van,0.8705747723579407,1007.0,768.5,68,77
10,van,0.8691566586494446,979.5,272.0,27,24
10,van,0.8668381571769714,1285.5,497.5,51,41
10,van,0.8636425733566284,1803.0,345.0,66,30
10,van,0.8613473176956177,1565.5,242.0,69,32
10,van,0.8580330610275269,787.0,298.5,26,29
10,van,0.8499004244804382,899.5,252.5,29,27
10,van,0.8488562703132629,1107.0,370.0,40,32
10,van,0.8430706858634949,1007.5,249.0,25,22
10,van,0.8354758024215698,1662.0,282.0,58,28
10,van,0.8317535519599915,1031.0,235.0,26,22
10,van,0.8293443918228149,1052.0,370.0,42,34
10,van,0.8252975940704346,854.5,243.0,23,24
10,van,0.8240554928779602,1749.0,329.0,48,24
10,van,0.8080287575721741,887.0,96.5,18,15
10,van,0.8010071516036987,962.0,167.0,16,18
10,van,0.7920576930046082,944.0,196.5,20,19
10,van,0.7581162452697754,1702.5,308.5,63,27
10,van,0.7514839768409729,1728.0,319.0,54,28
10,van,0.7371851205825806,861.0,116.5,16,13
10,van,0.7273203730583191,1016.5,209.5,23,19
10,van,0.720134973526001,1617.0,265.0,54,24
10,van,0.7065868377685547,978.0,131.5,14,17
10,van,0.6990718841552734,881.0,68.0,18,16
10,van,0.6663129329681396,1682.0,230.5,48,29
10,van,0.6404899954795837,1633.0,169.0,32,24
10,van,0.6312544941902161,838.5,117.0,15,16
10,van,0.5964223742485046,1634.5,272.0,53,24
10,van,0.5637014508247375,939.5,79.0,13,14
10,van,0.5462181568145752,953.0,107.0,14,14
10,van,0.5272368788719177,1780.5,276.0,27,22
10,van,0.4978969097137451,930.5,133.5,15,17
10,person,0.47091910243034363,685.0,184.0,8,14
10,van,0.3242567181587219,1668.5,239.5,33,21
11,van,0.9163709282875061,1414.5,675.5,87,69
11,van,0.9134865999221802,1330.5,894.0,101,112
11,van,0.9017342329025269,1158.5,791.0,97,100
11,van,0.8881850242614746,1170.5,512.5,61,49
11,van,0.8731624484062195,1012.0,776.5,68,79
11,van,0.8650794625282288,1803.0,345.5,66,29
11,van,0.8609257340431213,1565.5,243.0,69,32
11,van,0.8592742085456848,977.5,269.5,27,25
11,van,0.8587657809257507,788.0,301.0,26,30
11,van,0.8579565286636353,1104.0,366.0,40,32
11,van,0.8478780388832092,900.5,254.5,29,27
11,van,0.8351603150367737,1006.5,247.0,25,22
11,van,0.8314715027809143,1662.0,282.0,58,28
11,van,0.83050137758255,1029.0,233.5,24,21
11,van,0.8302133679389954,1749.0,329.0,48,24
11,van,0.8291526436805725,855.0,245.0,22,24
11,van,0.8146817684173584,1279.5,492.0,51,40
11,van,0.8122488260269165,887.0,97.5,18,15
11,van,0.8111046552658081,1049.0,366.5,42,33
11,van,0.7866354584693909,1015.5,208.5,23,19
11,van,0.7853505611419678,944.0,194.0,20,20
11,van,0.7624456882476807,1702.5,308.5,63,27
11,van,0.7443287372589111,1728.0,319.0,54,28
11,van,0.7320622205734253,977.5,130.0,15,16
11,van,0.7106381058692932,1617.0,265.0,54,24
11,van,0.7024809718132019,838.0,118.0,16,16
11,van,0.6888567209243774,962.0,165.5,16,17
11,van,0.6548600792884827,1682.0,230.5,48,29
11,van,0.623951256275177,1633.0,169.0,32,24
11,van,0.6178648471832275,939.5,78.0,13,14
11,van,0.5838624835014343,1635.0,272.0,54,24
11,van,0.556635856628418,881.0,68.5,16,15
11,van,0.5417625308036804,952.5,107.0,13,14
11,van,0.5025338530540466,1780.5,276.5,27,21
11,person,0.45200201869010925,685.0,184.0,8,14
11,van,0.41178637742996216,930.0,132.5,16,17
11,van,0.403528094291687,862.0,116.0,16,14
11,van,0.3555762469768524,1668.5,239.5,33,21
12,van,0.9172745943069458,1345.5,913.0,103,114
12,van,0.913163959980011,1404.0,665.0,86,66
12,van,0.8970341086387634,1167.0,804.5,98,103
12,van,0.8852712512016296,1017.5,785.5,69,81
12,van,0.879911482334137,1164.0,505.5,60,49
12,van,0.8676579594612122,1273.0,486.5,50,39
12,van,0.8640821576118469,1803.0,345.5,66,29
12,van,0.8597980737686157,976.0,266.5,28,25
12,van,0.8587911128997803,1565.0,243.0,68,32
12,van,0.8544816374778748,1101.0,363.0,40,32
12,van,0.8518430590629578,789.0,303.0,26,30
12,van,0.8509742617607117,901.5,257.0,29,28
12,van,0.8359430432319641,1662.0,282.0,58,28
12,van,0.8315415978431702,943.0,192.5,20,19
12,van,0.8313077092170715,855.5,247.0,23,24
12,van,0.8279914855957031,1005.0,245.5,24,21
12,van,0.82789146900177,1749.0,329.0,48,24
12,van,0.8252255320549011,1045.5,361.5,41,33
12,van,0.8097730278968811,1028.0,231.0,24,22
12,van,0.8044630885124207,1014.5,206.5,23,19
12,van,0.7980074286460876,886.5,98.5,19,15
12,van,0.7649317383766174,1702.5,308.5,63,27
12,van,0.7404053807258606,1728.5,319.0,55,28
12,van,0.7255833148956299,977.0,130.0,14,16
12,van,0.7153164148330688,1617.0,265.0,54,24
12,van,0.6869294047355652,837.5,118.5,17,17
12,van,0.6841276288032532,961.5,164.0,17,18
12,van,0.6780160069465637,1682.5,230.5,47,29
12,van,0.6368014216423035,881.0,71.0,18,16
12,van,0.6009531617164612,1635.5,272.0,55,24
12,van,0.5889464020729065,1633.0,169.0,32,24
12,van,0.5180209279060364,1780.5,276.0,27,22
12,van,0.5093926191329956,861.0,118.0,16,14
12,van,0.49806785583496094,940.0,77.5,12,15
12,van,0.4820621907711029,953.0,106.0,14,14
12,van,0.46724700927734375,930.0,131.5,16,17
12,person,0.4170433282852173,685.0,184.0,8,14
12,van,0.3894222676753998,1668.5,239.5,33,21
13,van,0.9163052439689636,1360.0,933.5,106,119
13,van,0.9145468473434448,1394.0,654.0,86,66
13,van,0.9065639972686768,1177.0,819.0,102,106
13,van,0.8851918578147888,1158.5,499.0,59,48
13,van,0.8850061893463135,1022.0,795.0,70,82
13,van,0.8793079853057861,1267.5,480.0,51,40
13,van,0.8634012341499329,1803.0,345.5,66,29
13,van,0.8632484078407288,974.5,264.0,27,24
13,van,0.8614546060562134,1097.5,359.0,39,32
13,van,0.8606229424476624,789.5,304.5,27,31
13,van,0.8597825765609741,1565.0,243.0,68,32
13,van,0.8525922894477844,902.0,259.0,30,28
13,van,0.842735767364502,942.5,191.0,21,18
13,van,0.8396394848823547,855.5,249.0,23,24
13,van,0.8334472179412842,1003.0,243.5,24,21
13,van,0.8320504426956177,1662.0,282.0,58,28
13,van,0.8263295292854309,1748.0,329.0,48,24
13,van,0.8166669607162476,1027.0,229.0,24,24
13,van,0.8124386668205261,1042.0,357.5,40,33
13,van,0.8118581771850586,1013.5,205.5,23,19
13,van,0.7929685115814209,886.5,99.5,19,15
13,van,0.7639000415802002,1702.5,308.5,63,27
13,van,0.7475743293762207,1728.5,319.0,55,28
13,van,0.7164683938026428,1616.5,264.5,53,23
13,van,0.7102553844451904,961.0,162.5,16,17
13,van,0.6945028305053711,977.0,128.5,14,17
13,van,0.6759471893310547,1682.0,230.5,48,29
13,van,0.6142270565032959,880.5,70.5,19,17
13,van,0.6113960146903992,1633.0,169.0,32,24
13,van,0.611293613910675,1635.0,272.0,54,24
13,van,0.560183584690094,1780.5,276.5,27,23
13,van,0.5047990679740906,940.0,75.5,12,13
13,person,0.43534302711486816,685.0,184.0,8,14
13,van,0.4289693534374237,837.5,119.0,17,16
13,van,0.39895105361938477,1668.5,239.0,33,20
13,van,0.3345734179019928,952.5,106.0,13,14
13,van,0.3314662277698517,929.0,130.5,16,17
13,van,0.311392605304718,861.5,117.5,17,13
14,van,0.913063645362854,1383.0,644.0,82,64
14,van,0.9089616537094116,1376.0,955.0,110,124
14,van,0.9066133499145508,1186.0,834.0,102,108
14,van,0.8763513565063477,1152.0,492.5,56,47
14,van,0.8752822279930115,1262.5,476.5,49,39
14,van,0.8687038421630859,790.5,306.5,27,31
14,van,0.8659858107566833,1027.0,805.5,72,83
14,van,0.863688051700592,903.0,261.5,30,29
