frame,track_id,class,x_center,y_center,width,height
0,8,1,1565,242,50,50
0,10,1,1801,344,50,50
0,16,1,1747,328,50,50
0,17,1,1661,281,50,50
0,23,1,1728,319,50,50
0,25,1,1703,308,50,50
0,29,1,1616,264,50,50
0,30,1,1633,271,50,50
0,853,1,1623,168,50,50
0,888,1,1682,231,50,50
0,1075,1,1710,1300,50,50
0,1079,1,1707,311,50,50
0,1151,1,954,68,50,50
0,1168,1,1269,1140,50,50
0,1185,1,978,118,50,50
0,1188,1,1659,239,50,50
0,1192,1,921,122,50,50
0,1194,1,986,156,50,50
0,1197,1,897,429,50,50
0,1199,1,1018,696,50,50
0,1200,1,913,519,50,50
0,1205,1,1011,190,50,50
0,1209,1,960,150,50,50
0,1212,1,1031,234,50,50
0,1214,1,1347,928,50,50
0,1226,1,848,218,50,50
0,1241,1,1597,1443,50,50
0,1242,2,1124,295,50,50
0,1244,1,921,102,50,50
0,1246,1,891,211,50,50
0,1268,1,974,191,50,50
0,1269,1,876,93,50,50
0,1270,2,1159,334,50,50
0,1285,2,1272,432,50,50
0,1291,1,1120,388,50,50
0,1292,1,852,109,50,50
0,1295,1,1778,275,50,50
0,1304,0,689,185,50,50
0,1308,1,1536,717,50,50
0,1317,1,1040,129,50,50
0,1325,1,1450,709,50,50
1,8,1,1566,242,50,50
1,10,1,1802,344,50,50
1,16,1,1748,328,50,50
1,17,1,1662,281,50,50
1,23,1,1729,319,50,50
1,25,1,1704,308,50,50
1,29,1,1617,264,50,50
1,30,1,1634,272,50,50
1,853,1,1622,168,50,50
1,888,1,1682,231,50,50
1,1075,1,1727,1318,50,50
1,1079,1,1707,311,50,50
1,1151,1,904,124,50,50
1,1168,1,1277,1153,50,50
1,1185,1,979,117,50,50
1,1188,1,1659,239,50,50
1,1192,1,920,122,50,50
1,1194,1,986,155,50,50
1,1197,1,901,433,50,50
1,1199,1,1023,703,50,50
1,1200,1,916,523,50,50
1,1205,1,1011,189,50,50
1,1209,1,960,149,50,50
1,1212,1,1030,233,50,50
1,1214,1,1360,945,50,50
1,1226,1,849,221,50,50
1,1241,1,1608,1459,50,50
1,1242,2,1123,293,50,50
1,1244,1,921,101,50,50
1,1246,1,892,213,50,50
1,1268,1,974,189,50,50
1,1269,1,876,98,50,50
1,1270,2,1158,332,50,50
1,1285,2,1269,429,50,50
1,1291,1,1117,383,50,50
1,1292,1,856,109,50,50
1,1295,1,1779,275,50,50
1,1304,0,690,185,50,50
1,1308,1,1523,705,50,50
1,1317,1,1041,130,50,50
1,1325,1,1438,697,50,50
2,8,1,1566,242,50,50
2,10,1,1803,345,50,50
2,16,1,1749,328,50,50
2,17,1,1662,281,50,50
2,23,1,1730,319,50,50
2,25,1,1705,308,50,50
2,29,1,1618,265,50,50
2,30,1,1635,272,50,50
2,853,1,1622,168,50,50
2,888,1,1683,231,50,50
2,1075,1,1745,1337,50,50
2,1079,1,1707,311,50,50
2,1151,2,904,124,50,50
2,1168,1,1286,1166,50,50
2,1185,1,979,117,50,50
2,1188,1,1659,239,50,50
2,1192,1,920,122,50,50
2,1194,1,986,154,50,50
2,1197,1,903,437,50,50
2,1199,1,1028,711,50,50
2,1200,1,919,528,50,50
2,1205,1,1011,188,50,50
2,1209,1,960,148,50,50
2,1212,1,1030,232,50,50
2,1214,1,1373,962,50,50
2,1226,1,850,223,50,50
2,1241,1,1619,1476,50,50
2,1242,2,1122,291,50,50
2,1244,1,921,100,50,50
2,1246,1,894,215,50,50
2,1268,1,974,188,50,50
